contig_id	contig_length	viral_length	aai_expected_length	aai_completeness	aai_confidence	aai_error	aai_num_hits	aai_top_hit	aai_id	aai_af	hmm_completeness_lower	hmm_completeness_upper	hmm_num_hits	kmer_freq
contig_28897	11491	NA	7139.712305161746	100.0	low	29.1891156069426	2	CheckV-010136	27.9	11.04	100.0	100.0	1	1.0
contig_29077	5299	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.02
contig_29108	17387	NA	66916.84942159473	25.98299255013797	low	28.6374455909989	9	CheckV-000137	31.7	6.68	NA	NA	0	1.0
contig_29207	40879	NA	56316.00041233369	72.58860661391562	low	33.4305729197674	19	CheckV-016041	30.1	7.32	61.150000000000006	100.0	1	1.0
contig_29265	25295	NA	40277.02003691977	62.80256080716359	low	31.6107195198548	29	CheckV-051897	25.3	7.44	36.156475786916275	66.01851355066978	8	1.0
contig_29299	14745	NA	44632.99354591305	33.03609914677159	medium	8.23376929421468	357	CheckV-013547	55.8	17.84	25.488431467703812	42.21733129777562	7	1.0
contig_29350	11930	NA	45873.20454312125	26.006467433042936	low	29.1891156069426	27	CheckV-023402	28.3	12.36	17.96876593839359	36.15502681415299	3	1.0
contig_29481	8783	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_29630	13161	NA	40929.349075677776	32.15540998628026	low	29.1891156069426	27	CheckV-022030	31.0	11.32	21.58851107397843	49.55760480024305	4	1.01
contig_29852	29163	NA	50196.513895976605	58.097660049530845	low	24.0809313623841	41	CheckV-060458	30.4	7.76	NA	NA	0	1.0
contig_29913	19045	NA	6722.772879458834	100.0	low	14.353007412968	40	CheckV-005456	36.0	16.79	100.0	100.0	1	1.0
contig_30081	12880	NA	NA	NA	NA	NA	0	NA	NA	NA	1.08	17.09	1	1.0
contig_30130	2997	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_30221	11080	NA	34351.61625776719	32.254668650400745	low	28.292853557284	5	CheckV-054525	25.6	18.27	13.208186097695176	43.62837584826068	3	1.0
contig_30225	9821	NA	4822.051739845847	100.0	low	11.4453806865935	29	CheckV-004275	36.6	36.7	91.56	100.0	1	1.11
contig_30253	4189	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.05
contig_30406	10105	NA	59503.655111489956	16.982150056272356	medium	8.19351450259302	767	CheckV-056779	71.6	20.02	13.278309471996335	25.391379158008412	3	1.0
contig_30468	6875	NA	135917.1409677725	5.058228823125511	low	16.354663036079	14	CheckV-015559	41.1	17.58	NA	NA	0	1.0
contig_30583	122106	NA	172861.8938323704	70.63789322961486	low	32.6468103084073	403	CheckV-014636	82.3	2.04	55.41838544900486	77.39138767806541	87	1.0
contig_30699	22599	NA	106278.6534990798	21.26391260705582	low	27.4427620025844	52	CheckV-008741	34.3	4.32	16.013357933579336	49.97763837638375	2	1.0
contig_30715	19331	NA	141418.5240403434	13.669354938597234	low	27.441312952095	291	CheckV-009082	26.3	11.87	NA	NA	0	1.0
contig_30756	17279	NA	6301.546386519825	100.0	low	16.7308326916731	13	CheckV-032817	31.9	14.48	38.55965361445784	100.0	2	1.0
contig_30851	10710	NA	88665.0	12.079174420571816	low	32.8609121902687	1	CheckV-002246	24.8	10.05	NA	NA	0	1.0
contig_30855	9028	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.01
contig_30879	3784	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_30888	10617	NA	157102.121803334	6.758024575435547	low	16.1277892551785	140	CheckV-014976	43.9	16.48	3.07	13.68	1	1.0
contig_30897	32376	NA	350303.50223403645	9.242271285763428	low	28.6374455909989	2	CheckV-000637	32.5	2.89	NA	NA	0	1.04
contig_30898	28981	NA	81074.78577782563	35.746008727569716	low	25.0168993387215	95	CheckV-031131	44.4	3.73	2.33	8.58	1	1.06
contig_30995	9009	NA	49912.32143674217	18.049651349953376	low	23.7881428775411	4	CheckV-015058	48.6	2.86	12.245736225353003	30.598946832700125	5	1.0
contig_31058	20679	NA	39836.70445957949	51.90941439692144	low	21.5120508374871	105	CheckV-058167	95.2	6.98	24.069661505119143	54.19173841532027	13	1.0
contig_3107	4313	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.53
contig_31108	24551	NA	129207.21291493383	19.001261188230757	low	18.5642512859947	193	CheckV-002948	38.6	7.97	NA	NA	0	1.0
contig_31130	17775	NA	44792.147533903364	39.68329490463932	low	11.4429041549327	375	CheckV-047710	40.8	18.81	13.010281641834325	46.48511350456125	8	1.0
contig_31136	18103	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	3.46
contig_31175	26155	NA	41372.546204351	63.21825074727786	low	19.919469608367	784	CheckV-024675	37.3	9.49	54.27999805259899	70.25640679593425	6	1.0
contig_31187	54936	NA	81052.43167533168	67.77834898285943	low	32.0045732680983	444	CheckV-001715	52.6	3.89	74.95409158210614	98.68039697803398	12	1.05
contig_31219	40586	NA	45279.493498491625	89.63439487535793	low	30.837105556649	91	CheckV-058184	67.5	5.8	52.306823338222955	92.06858640939583	19	1.01
contig_31268	14775	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_31270	16429	NA	4736.386095263125	100.0	medium	8.19045947082916	56	CheckV-004188	40.1	31.76	100.0	100.0	1	1.32
contig_31358	8771	NA	8672.082125916064	100.0	low	16.1277892551785	15	CheckV-009582	43.2	16.53	81.77	100.0	1	1.0
contig_31395	16787	NA	119561.58644441798	14.040462743277477	low	18.9580920134248	59	CheckV-042948	86.7	6.51	7.6431075258236465	13.680471531444644	4	1.0
contig_31410	12104	NA	53271.87144242841	22.721184130129437	low	23.7881428775411	130	CheckV-004406	50.0	7.3	NA	NA	0	1.0
contig_31432	11781	NA	62957.705725864216	18.712562448348784	low	23.5973739108457	34	CheckV-011427	45.6	10.65	12.852754491017965	32.57296407185628	2	1.0
contig_31475	23515	NA	52912.83617671944	44.44101223654709	low	10.7714140835319	18	CheckV-041334	89.7	15.76	34.990718726093135	63.58042444635849	9	1.0
contig_31516	16426	NA	60633.876800415324	27.090466364320427	medium	6.55769092693201	358	CheckV-029779	86.5	17.15	15.87020636828374	25.58746945937575	7	1.0
contig_31518	17295	NA	4827.718292242785	100.0	low	16.7308326916731	9	CheckV-019612	30.5	15.35	100.0	100.0	1	1.2
contig_31553	18930	NA	39074.70297094045	48.44566576508103	low	16.7308326916731	851	CheckV-013123	29.3	14.79	28.431969623034274	68.16434808105093	10	1.0
contig_31650	73904	NA	49937.3331780575	100.0	low	32.8837114381832	1207	CheckV-051139	27.2	3.85	67.7126092560903	88.48591717540174	11	1.12
contig_31659	29047	NA	47877.63403613825	60.66924689318439	low	28.6374455909989	109	CheckV-002820	32.2	6.38	35.22927272727273	97.51127272727274	2	1.01
contig_31718	37183	NA	90578.61870217366	41.05052663947028	low	33.4305729197674	45	CheckV-000012	28.5	6.6	55.63	100.0	1	1.03
contig_31738	16028	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.08
contig_31771	30254	NA	54040.612315903985	55.983821617610246	low	24.0809313623841	112	CheckV-014642	30.1	7.73	42.82312981659681	78.10270573728621	4	1.08
contig_3187	18685	NA	38998.87812693061	47.911634635195064	low	17.6215217642305	138	CheckV-031195	43.3	10.89	35.358333594126925	54.64315465463887	11	1.0
contig_3189	20471	NA	39064.8210038475	52.40264635535846	low	19.919469608367	43	CheckV-032588	34.0	11.87	36.47004115653098	56.507742686015995	12	1.12
contig_31955	15124	NA	55544.42050089511	27.22865746660598	low	27.4427620025844	8	CheckV-009870	36.0	5.57	NA	NA	0	1.0
contig_32046	12123	NA	471135.484806238	2.573145176060296	low	27.4561384438116	80	CheckV-001998	33.1	9.45	NA	NA	0	1.0
contig_32083	12641	NA	5252.159107329213	100.0	low	25.5595308871383	5	CheckV-010179	30.5	17.39	100.0	100.0	1	1.0
contig_32212	37870	NA	53222.51941176845	71.15409119776893	low	34.5701557787554	675	CheckV-011210	43.7	4.74	51.08231908898052	84.08236463252935	7	1.01
contig_32306	19307	NA	63812.38305106454	30.2558830698267	low	24.0809313623841	32	CheckV-004917	29.2	10.37	22.3	56.57999999999999	1	1.01
contig_32351	26359	NA	50543.42275691477	52.151197054405785	low	26.8672114679771	2	CheckV-059838	38.3	2.31	27.491306130637337	61.69667112654818	6	1.0
contig_32412	12732	NA	47162.590134589474	26.99597279043891	low	20.6566983698812	298	CheckV-010982	35.8	12.82	21.012875399361022	39.82536741214058	2	1.08
contig_32422	11005	NA	37912.205451537804	29.027591164717148	low	29.17924392698	19	CheckV-010140	26.0	17.29	13.121868826651093	36.916105426199124	3	1.0
contig_32533	22942	NA	98752.94985204568	23.23171108748885	low	26.8672114679771	38	CheckV-018244	39.7	1.95	25.958569343065694	59.14884671532847	2	1.0
contig_32716	17235	NA	65386.0	26.358853577218365	low	10.232210936042	1	CheckV-008385	25.7	23.82	NA	NA	0	1.34
contig_32733	13648	NA	6504.8494984579165	100.0	low	25.5595308871383	10	CheckV-018507	32.2	13.73	100.0	100.0	1	1.0
contig_32856	10743	NA	43606.11844212177	24.636450993131024	low	29.1891156069426	150	CheckV-060271	29.0	12.43	11.874650487096224	43.231117330370886	3	1.0
contig_32860	21408	NA	52174.149146037234	41.03181431876977	low	21.1704738531244	85	CheckV-014019	27.2	13.68	30.900349344978167	59.35397379912665	2	1.0
contig_3301	14471	NA	114695.0	12.616940581542352	medium	5.99137900149934	2	CheckV-009962	55.0	27.79	NA	NA	0	1.0
contig_33047	22251	NA	49943.15054643907	44.55265588283254	low	25.0168993387215	95	CheckV-004698	45.2	3.28	18.722039089335063	59.810051465052716	9	1.0
contig_33203	14973	NA	6674.7506069455685	100.0	low	29.1891156069426	5	CheckV-008329	29.9	12.28	100.0	100.0	1	1.17
contig_33258	38701	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.01
contig_33299	14696	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.51
contig_33325	32707	NA	50937.34374934013	64.21025831450763	low	27.4427620025844	65	CheckV-002820	36.2	4.26	48.93	100.0	1	1.02
contig_33444	27229	NA	61049.99999999999	44.60114660114661	low	22.3013900458853	1	CheckV-002931	58.4	3.53	31.44	79.8	1	1.0
contig_33594	13115	NA	333474.7427003999	3.932831582325492	low	22.555739773824	3	CheckV-000748	31.6	19.09	NA	NA	0	1.0
contig_33635	22010	NA	40903.54824420034	53.80951273125986	low	25.0168993387215	30	CheckV-032927	42.8	4.4	42.550153846153854	68.41243589743591	2	1.0
contig_3368	47168	NA	41727.06569470998	100.0	low	33.4305729197674	255	CheckV-018568	30.5	4.73	60.18517500894552	93.90420209108359	12	1.15
contig_33686	14128	NA	NA	NA	NA	NA	0	NA	NA	NA	33.89	36.12	1	2.02
contig_33750	31212	NA	45516.25629597993	68.57330224400879	low	28.6374455909989	183	CheckV-007935	32.4	6.9	46.69	100.0	1	1.02
contig_33764	12574	NA	6291.250332630358	100.0	low	11.4453806865935	140	CheckV-009547	33.1	35.41	56.26818181818182	100.0	2	1.0
contig_33856	15373	NA	172927.2762661897	8.889864185645356	low	13.6499940552004	76	CheckV-012292	38.4	12.52	1.24	24.49	1	1.0
contig_33863	10000	6053	46589.14944196369	12.992295572041403	low	11.1417515456122	11	CheckV-012241	60.7	15.34	5.71852417302799	20.5837786259542	2	1.0
contig_34203	17548	NA	80909.30415985387	21.688482161866233	low	21.1704738531244	14	CheckV-014310	25.7	16.27	9.32	39.35	1	1.34
contig_34228	10290	NA	35234.734161548164	29.204136897475237	medium	9.64299623523303	23	CheckV-056146	76.4	15.01	24.92	38.19	1	1.0
contig_34254	13581	NA	NA	NA	NA	NA	0	NA	NA	NA	9.35	36.52	1	1.01
contig_34494	20663	NA	38451.03221517276	53.738479332282765	medium	7.04923548312426	78	CheckV-057725	67.5	16.36	28.219917932915806	59.13258274601495	17	1.0
contig_34504	20648	NA	6499.319487213659	100.0	low	16.7308326916731	87	CheckV-004229	32.5	16.21	39.998102409638555	100.0	2	1.0
contig_34518	14382	NA	41771.58576183521	34.4301029939356	low	24.8647961961453	13	CheckV-013223	30.4	7.48	8.7	42.76	1	1.0
contig_34531	13287	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_34610	13589	NA	NA	NA	NA	NA	0	NA	NA	NA	25.4	26.57	1	3.5
contig_3462	13147	NA	5445.000000000001	100.0	low	28.292853557284	1	CheckV-010118	24.2	17.9	100.0	100.0	1	1.0
contig_3464	18848	12678	47216.866139240505	26.850574882740258	low	18.5642512859947	2	CheckV-059176	38.6	9.42	27.344277456647394	34.38531791907515	2	1.0
contig_34808	11106	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	3.98
contig_34834	11590	NA	110686.37485762649	10.471026822323857	low	23.7881428775411	32	CheckV-003350	50.7	4.95	2.6	3.41	1	1.01
contig_3504	10055	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_35110	28659	NA	47083.88920856703	60.86795394715487	low	23.4841469330158	31	CheckV-057762	48.5	6.28	100.0	100.0	1	1.33
contig_35285	19617	NA	60295.19113916637	32.53493293473822	low	19.215906818237	178	CheckV-061150	81.1	9.24	27.100854018450786	53.11335597694947	11	1.0
contig_35298	44445	NA	52327.02217931838	84.93699459467109	low	34.5701557787554	1050	CheckV-000197	43.9	5.2	34.14	92.59	1	1.01
contig_35375	15250	NA	81891.28396061025	18.622250455048743	medium	5.92938197505392	41	CheckV-041977	73.2	21.49	13.001315838221672	37.8084995368941	3	1.0
contig_35394	7766	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_35420	35589	NA	47597.3447026136	74.77097771390132	low	32.8837114381832	159	CheckV-001396	26.0	4.49	46.307338501291994	100.00000000000001	2	1.0
contig_35473	65381	NA	129341.22975390969	50.549233314386115	low	32.8837114381832	19	CheckV-029464	22.95	5.5	NA	NA	0	1.03
contig_35514	24956	NA	43232.96697217128	57.724467571388246	low	14.2746572313136	802	CheckV-041977	61.9	12.08	18.02415651839848	58.776013057173095	4	1.0
contig_35562	106648	NA	60138.227714708926	100.0	low	39.9812268786925	210	CheckV-061150	90.3	2.89	93.01318812957031	99.99999999999999	26	1.02
contig_35594	23436	NA	62408.99053254438	37.552281810709374	low	19.919469608367	2	CheckV-007865	37.5	8.33	18.82713501986954	50.776229804208896	5	1.0
contig_35606	11748	NA	58952.45532840347	19.927923162073586	low	26.2150433075829	93	CheckV-001730	38.9	6.02	14.35	27.51	1	1.06
contig_35647	32057	NA	6952.318879752504	100.0	low	23.4841469330158	17	CheckV-007128	47.9	4.45	100.0	100.0	1	1.02
contig_35655	8857	NA	45445.41710179584	19.489313917310273	low	10.8022239872915	684	CheckV-017141	81.3	9.99	9.532390109325434	24.51708162524237	3	1.0
contig_35682	11693	NA	146044.0889736137	8.006486316685242	low	18.6356392398109	2	CheckV-002524	40.4	14.09	6.21	26.22	1	1.0
contig_35991	10696	NA	6541.290865855206	100.0	medium	7.37677077586998	177	CheckV-014737	52.3	63.73	99.72	100.0	1	1.02
contig_36321	19953	NA	6850.247069569188	100.0	low	24.0809313623841	7	CheckV-008329	30.6	10.83	39.70215361445783	100.0	2	1.0
contig_36413	10954	NA	312869.3630992645	3.5011417837433347	low	17.4785801713586	54	CheckV-038134	37.1	19.41	NA	NA	0	1.0
contig_36444	96821	NA	79324.73367981557	100.0	low	34.9257320695997	81	CheckV-015771	35.5	2.19	92.36759816055816	100.0	3	1.03
contig_36497	12584	NA	7064.0	100.0	low	29.1891156069426	1	CheckV-007855	30.1	11.03	100.0	100.0	1	1.01
contig_36708	111720	NA	226498.2043385214	49.32489435237406	medium	9.40952640438654	251	CheckV-000929	34.65	15.11	NA	NA	0	1.29
contig_36821	169125	NA	82727.5053851311	100.0	low	34.9257320695997	14	CheckV-012274	32.6	4.31	97.94412154798378	100.0	3	1.0
contig_36982	12839	NA	27661.0	46.415530891869416	low	12.6657909233442	1	CheckV-019952	29.7	36.02	NA	NA	0	1.0
contig_36998	75615	NA	117607.17367117862	64.29454738144989	low	34.0128276133136	133	CheckV-001965	48.4	4.01	83.62375457999399	100.00000000000001	18	1.0
contig_37069	66898	NA	NA	NA	NA	NA	0	NA	NA	NA	43.07	100.0	1	1.28
contig_37160	28431	NA	51822.733981344165	54.8620225444589	low	26.8672114679771	2169	CheckV-002381	42.4	5.76	32.77423822714682	79.1831024930748	2	1.01
contig_37269	23226	NA	6430.124409731656	100.0	low	16.7308326916731	98	CheckV-003286	29.6	13.29	41.099307228915656	100.0	2	1.0
contig_37322	27970	NA	72069.23027529761	38.80990527185771	low	27.4427620025844	16	CheckV-060189	35.8	3.09	NA	NA	0	1.0
contig_37323	177226	NA	105535.06372922543	100.0	low	35.9439843853632	628	CheckV-032811	42.4	1.65	100.0	100.0	1	1.01
contig_37954	19715	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.31
contig_38467	12686	NA	52154.70900439238	24.323786369763095	low	29.17924392698	2	CheckV-024082	23.8	14.95	NA	NA	0	1.0
contig_38475	70076	NA	55517.0	100.0	low	33.4305729197674	1	CheckV-007168	31.5	1.19	NA	NA	0	1.08
contig_38520	5938	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.11
contig_38876	115306	NA	98528.56682145219	100.0	low	32.0045732680983	751	CheckV-002936	54.2	1.74	79.84293389141902	86.12611300264705	7	1.0
contig_39004	63067	NA	74813.83784392603	84.29857606231636	low	35.9439843853632	495	CheckV-015690	38.6	5.62	36.43369112745593	69.44940886900815	26	1.0
contig_3913	28102	NA	37668.157730906205	74.60412638376178	low	16.0886513846799	149	CheckV-010185	52.3	11.3	38.436339704826025	80.81308636514093	24	1.0
contig_39177	18866	NA	46054.091603997964	40.96487270278118	low	24.0809313623841	27	CheckV-010170	30.6	7.87	39.23414156626506	100.0	2	1.0
contig_39271	18799	NA	66430.86048704908	28.29859475275791	low	27.4427620025844	3	CheckV-010520	36.4	5.4	NA	NA	0	1.0
contig_39274	13467	NA	42865.01510752101	31.417229099814566	low	29.1891156069426	13	CheckV-002704	28.6	8.43	NA	NA	0	1.0
contig_39295	10617	NA	41792.708402643526	25.40395299991718	low	22.555739773824	62	CheckV-029843	29.4	17.66	11.347762898917601	32.464538170405966	4	1.0
contig_39398	6111	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	2.99
contig_39487	19886	NA	39511.4172874187	50.3297562204435	low	27.4427620025844	81	CheckV-010982	33.3	7.01	29.75	65.23	1	1.0
contig_39558	100832	NA	55475.88283770134	100.0	low	33.4305729197674	2198	CheckV-023878	30.3	1.99	96.4778010818596	100.0	10	1.01
contig_39932	18108	NA	9282.060407528732	100.0	high	3.5948207353361	2	CheckV-018452	26.0	41.44	100.0	100.0	1	1.0
contig_39942	42373	NA	59183.843081393774	71.59555343799772	low	32.8837114381832	74	CheckV-008404	26.1	6.28	38.74184218550695	98.58046783890819	4	1.02
contig_40028	2945	NA	NA	NA	NA	NA	0	NA	NA	NA	1.83	38.79	1	1.0
contig_40037	12550	NA	77200.0	16.256476683937823	low	20.455764075067	1	CheckV-058656	25.8	36.94	NA	NA	0	1.01
contig_40148	32045	NA	94393.74205814175	33.94822506375677	low	31.6107195198548	31	CheckV-002820	26.2	5.1	27.39021796132361	87.5997383105625	4	1.0
contig_40163	12747	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_40169	17876	NA	9472.0	100.0	medium	8.03713251853809	1	CheckV-010433	23.1	33.52	100.0	100.0	1	1.0
contig_40186	12591	NA	84756.0	14.85558544527821	medium	7.72496529642426	1	CheckV-001615	62.4	21.22	NA	NA	0	1.0
contig_40338	8039	NA	7434.0333626505635	100.0	low	12.3818071879646	35	CheckV-009582	42.8	17.58	74.95	100.0	1	1.0
contig_40409	20819	NA	69125.94640739704	30.11749000484165	low	28.6374455909989	134	CheckV-041584	32.3	4.39	11.06	46.68	1	1.0
contig_40470	5572	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	5.41
contig_40498	9639	NA	36829.94998180648	26.17163478300009	low	29.17924392698	9	CheckV-028949	22.6	13.84	10.382124768763608	35.237603337864954	5	1.0
contig_40513	8050	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	9.03
contig_40526	44609	NA	48131.324816968634	92.68184528399509	low	33.4305729197674	184	CheckV-002820	32.5	3.98	66.73	100.0	1	1.01
contig_40612	8209	NA	7532.512475656364	100.0	low	18.6356392398109	20	CheckV-009582	42.3	13.96	76.53	100.0	1	1.0
contig_40644	4101	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_40650	6075	NA	4787.00687206813	100.0	low	15.1657311952622	13	CheckV-004275	40.8	25.75	56.64	100.0	1	1.0
contig_40667	12977	NA	7031.118407770689	100.0	low	25.5595308871383	5	CheckV-018507	30.6	12.52	100.0	100.0	1	1.0
contig_40710	38802	NA	49577.99475385794	78.26456110748731	low	28.6097154000585	15	CheckV-021265	26.4	7.63	39.35614689265536	93.51233898305085	2	1.02
contig_40716	39148	NA	44371.92479038932	88.2269592426588	low	33.4305729197674	356	CheckV-046535	30.2	5.79	70.4444925948158	96.67596063352806	16	1.0
contig_40723	38183	NA	90916.70802903925	41.997781076503735	low	33.4305729197674	43	CheckV-001342	31.5	2.71	19.983425605536333	46.06423875432526	2	1.02
contig_40728	17069	NA	58113.40570400633	29.371880366019	low	26.8672114679771	105	CheckV-001730	39.4	6.15	21.69	33.19	1	1.14
contig_4175	34958	NA	43805.62353406166	79.80253944523339	low	25.0168993387215	156	CheckV-005162	42.7	3.9	48.49574164248002	95.8830218409031	8	1.0
contig_4349	21433	NA	6146.37599686013	100.0	medium	8.49620178479239	155	CheckV-005331	34.1	31.76	40.33534638554217	100.0	2	1.08
contig_4524	10582	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.04
contig_4584	10058	NA	79781.58666940186	12.606918989563644	low	20.3878139483986	189	CheckV-014386	47.8	12.16	NA	NA	0	1.01
contig_5227	21353	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_5228	97191	NA	41951.57338951314	100.0	low	34.9257320695997	271	CheckV-032588	35.7	2.26	90.68567955830117	100.0	14	1.16
contig_5427	24016	NA	226462.43830277195	10.604849166152443	medium	8.49620178479239	251	CheckV-000929	34.7	31.23	NA	NA	0	1.1
contig_5435	82243	NA	226411.23361460428	36.324611057061546	medium	7.55870278412634	251	CheckV-000929	34.6	22.03	NA	NA	0	1.51
contig_5494	32518	NA	130839.6467904417	24.853322977921366	low	26.8672114679771	136	CheckV-000273	39.8	6.48	20.27264938687227	56.528776383909985	4	1.0
contig_5706	85085	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.1
contig_5863	87425	NA	64236.201889817385	100.0	low	33.4305729197674	456	CheckV-002820	31.6	2.41	73.25525423728813	100.0	2	1.03
contig_5937	15628	NA	47308.02285939599	33.03456592647704	low	19.919469608367	22	CheckV-004140	34.8	10.84	36.33750038895042	46.63767016098267	4	1.0
contig_6205	3530	NA	NA	NA	NA	NA	0	NA	NA	NA	6.81	7.05	1	1.0
contig_6371	15265	NA	163530.6854222392	9.334639526878696	low	25.0168993387215	7	CheckV-014722	46.3	5.38	NA	NA	0	1.02
contig_6424	9280	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_6615	22687	NA	55343.6884658793	40.992930953611946	low	12.0387100725814	7	CheckV-038134	35.6	20.01	13.438069314379476	44.04870108979917	4	1.0
contig_6715	21573	NA	68795.2526732636	31.358268429449453	low	24.0809313623841	16	CheckV-016106	29.4	7.81	29.222237288135595	59.57227118644069	2	1.01
contig_6772	12909	NA	8537.387123380719	100.0	low	16.4293487069065	2	CheckV-018452	24.4	31.59	100.0	100.0	1	1.0
contig_6913	27526	NA	7070.999999999999	100.0	low	31.6107195198548	1	CheckV-008607	25.3	4.95	100.0	100.0	1	1.01
contig_7062	3349	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_7339	35422	NA	105140.60203820404	33.69012475991816	low	35.9439843853632	32	CheckV-011542	40.4	4.88	NA	NA	0	1.04
contig_7398	13883	NA	6553.927138190787	100.0	low	25.5595308871383	4	CheckV-004266	29.2	16.74	100.0	100.0	1	1.0
contig_7405	5228	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_7569	14750	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	2.39
contig_7601	8208	NA	7103.031521253322	100.0	low	17.7188662440404	4	CheckV-007173	28.1	25.51	76.52	100.0	1	1.0
contig_7602	12880	NA	11264.890533209207	100.0	low	23.7881428775411	6	CheckV-007128	49.5	5.3	100.0	100.0	1	1.0
contig_7987	10389	NA	125449.61526869274	8.281412404293505	low	29.1891156069426	34	CheckV-008970	31.4	12.24	NA	NA	0	1.0
contig_8257	29444	NA	40515.44004407328	72.67352882745539	low	27.4427620025844	79	CheckV-002820	33.2	6.57	21.93227193286208	72.07911349710189	4	1.02
contig_8272	7665	NA	78146.14765892786	9.808544924638145	low	15.7472323702244	54	CheckV-024326	39.3	20.72	NA	NA	0	1.0
contig_8538	40013	NA	101847.95856500945	39.28699265431004	low	34.9257320695997	64	CheckV-015771	35.4	5.72	36.392446063769945	97.7261624096628	4	1.02
contig_8654	31369	NA	83552.23771407297	37.54417698224786	low	20.0851099688211	2	CheckV-047982	21.6	4.53	NA	NA	0	1.03
contig_8766	8520	NA	81808.89642450973	10.414515257349725	low	18.6356392398109	4	CheckV-048054	39.9	15.14	NA	NA	0	1.0
contig_8796	7462	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.05
contig_8863	280181	NA	949987.2971586339	29.493131206912746	low	34.0128276133136	22	CheckV-040114	52.2	2.02	99.99999999999999	99.99999999999999	2	1.26
contig_8972	23737	NA	61629.4877826582	38.515653551609276	low	27.4427620025844	4	CheckV-056603	34.9	2.93	NA	NA	0	1.0
contig_914	25268	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.38
contig_9205	108794	NA	95232.27871865321	100.0	low	34.5701557787554	52	CheckV-001361	44.8	1.84	100.0	100.0	1	1.16
contig_9228	14457	NA	51632.50079111173	27.999805894524286	low	26.7589582006503	51	CheckV-016641	35.4	7.08	NA	NA	0	1.0
contig_9677	25417	NA	40976.0	62.02899258102304	low	26.8672114679771	1	CheckV-018191	40.4	3.47	NA	NA	0	1.01
contig_9740	1772	NA	37418.0	4.7356887059703885	high	4.93937043075139	1	CheckV-057201	50.3	49.51	NA	NA	0	1.0
contig_10173|provirus_3_63280	63278	NA	88893.99851505845	71.18365812882277	low	33.4305729197674	5	CheckV-015771	28.0	4.73	NA	NA	0	1.03
contig_10254|provirus_4700_66179	61480	NA	52584.85052216184	100.0	low	32.8837114381832	231	CheckV-060034	23.2	3.6	32.66	100.0	1	1.01
contig_10572|provirus_1_25292	25292	NA	223892.46460705032	11.29649452222054	low	24.0809313623841	245	CheckV-025371	32.3	11.94	10.28	52.09	1	1.0
contig_11741|provirus_15153_41394	26242	NA	54857.451697046585	47.83670985105715	low	26.8672114679771	328	CheckV-000288	41.4	4.6	NA	NA	0	1.01
contig_13080|provirus_36256_45374	9119	NA	48370.97353545272	18.85221514782285	low	16.1277892551785	89	CheckV-021691	44.6	15.95	14.695904234569822	25.457353490992027	5	1.0
contig_16058|provirus_2_11198	11197	NA	49769.51127508076	22.49770936691166	low	11.1417515456122	10	CheckV-012241	58.6	13.44	10.579414758269719	38.07418575063613	2	1.0
